title,href,summary,article_text,news_source,country
The FDA is weighing approval of MDMA for PTSD. Here's what patients could see.,https://www.cbsnews.com/news/the-fda-is-weighing-whether-to-approve-mdma-for-ptsd-heres-what-that-could-look-like-for-patients/,Details of the FDA's proposal were published Friday ahead of a meeting next week.,"Ahead of a key meeting Tuesday to weigh the potential approval of midomafetamine, or MDMA, for patients with post-traumatic stress disorder, the Food and Drug Administration is proposing a new set of restrictions on how eligible patients would be able to get the drug. Details of the FDA's proposal were published Friday in a set of documents released by the agency ahead of an advisory committee meeting next week. After the panel votes, drugmaker Lykos Therapeutics says the FDA is expected to make a decision by Aug. 11 on whether to approve its approach for patients with PTSD: a four-month course of MDMA combined with psychotherapy. Among the FDA's questions for the committee is whether the benefits of MDMA, combined with the FDA's proposed restrictions on prescriptions for the hallucinogenic drug, will be enough to outweigh its risks. ""Patient impairment is an expected effect from midomafetamine administration and there must be safeguards to mitigate serious harm from patient impairment, similar to the risk mitigation in the clinical trials, to support patient safety,"" the FDA's reviewers said in a briefing document ahead of the meeting. Under the proposal, administering MDMA would be restricted to healthcare facilities that agree to ensure at least two providers are onsite to monitor patients while taking the drug. Patients will need to be monitored for at least eight hours, until they are psychologically stable enough to be discharged to an adult after the session. During the trials, many ended up staying overnight at study sites, being monitored by therapists. Providers will also need to prepare for some physical risks. In the trials, one participant was hospitalized after MDMA was suspected to have exacerbated a pre-existing heart problem. Patients will also need to be enrolled in a registry tracking side effects and issues that come up from the sessions, as well as how they are faring following completion of the treatment. ""We are also concerned about worsening of psychological disorders that cause disability or that may lead to hospitalization or death, and suicidal behaviors and ideation,"" the FDA said. The drugmaker has also been in talks with the FDA over other steps to curb risks of the drug, like providing the product in only single dose packages aimed at limiting the risk of ""nonmedical use,"" Lykos said in their briefing document. The FDA often turns to its authority to apply additional restrictions on prescription drugs, dubbed Risk Evaluation and Mitigation Strategies or REMS, to curb the pitfalls of drugs that it thinks would otherwise be too dangerous to approve. Nasal sprays of hallucinogen esketamine to treat depression, branded as Spravato, were also approved in 2019 under these kinds of REMS restrictions. Additional restrictions could be imposed by a different agency – the Drug Enforcement Administration – which will be responsible for ""rescheduling"" the drug. The DEA currently deems MDMA or ""ecstasy"" to be a Schedule I drug, alongside other substances like heroin which the DEA says have ""no currently accepted medical use and a high potential for abuse."" Alexander Tin is a digital reporter for CBS News based in the Washington, D.C. bureau. He covers the Biden administration's public health agencies, including the federal response to infectious disease outbreaks like COVID-19. ",CBSnews,US
"Mediterranean diet associated with 23% reduction in mortality, study finds",https://www.cbsnews.com/news/mediterranean-diet-reduces-mortality-study/,"The Mediterranean diet has long been regarded as a heart-healthy option, but a new study has found the diet may help reduce risk of death.","The Mediterranean diet has long been regarded as a heart-healthy option, but a new study has found the diet may help lower the risk of death. For the study, published in JAMA Network Open Friday, researchers examined 25,315 women over 25 years, finding a higher adherence to the diet was associated with a 23% reduced risk of all-cause mortality. Decreased risks of cardiovascular disease and cancer mortality were also noted. A Mediterranean diet, patterned on the traditional cuisines of the region, emphasizes fresh fruits and vegetables, fish, legumes, nuts and whole grains. Researchers collected baseline health information from the participants between 1993 and 1996, which included data on 33 blood biomarkers, self-reported weight, lifestyle and more. The participants, who were all female health care professionals with a mean age of 54.6, then completed health questionnaires every six months during the first year and then annually. Data analysis occurred from 2018 to 2023, using medical and death records to determine mortality and cause of death. ""Participants with higher adherence to the Mediterranean diet generally exhibited healthier lifestyles, including lower BMI and higher intake of fruits, nuts, whole grains, legumes, and fish, while consuming less red and processed meat,"" the authors note. ""A higher Mediterranean diet score was associated with an overall healthier biomarker profile."" This isn't the first time research has pointed to the diet as a healthy way of eating. A study last year found the diet could help reduce the risk of cardiovascular disease in women by 24%, though it was a meta-analysis of that looked at 16 prior studies. The latest study did have some limitations, however, including a lack of racial and ethnic diversity. Participants were middle aged and older, well-educated females who were predominantly (just over 94%) self-reported as white. This may limit the generalizability of the findings, the authors note. Dietary adherence was also assessed through food questionnaires, which could have contained misclassifications. Sara Moniuszko is a health and lifestyle reporter at CBSNews.com. Previously, she wrote for USA Today, where she was selected to help launch the newspaper's wellness vertical. She now covers breaking and trending news for CBS News' HealthWatch. ",CBSnews,US
Taylor Momsen bit by a bat while performing in Spain,https://www.cbsnews.com/news/taylor-momsen-bat-spain-concert-gossip-girl-the-pretty-reckless/,"Taylor Momsen, whose band The Pretty Reckless are opening for AC/DC, was performing in Spain when she was bit by a bat.","""Gossip Girl"" alum Taylor Momsen had a very close – too close – encounter with a bat while she was performing with her band in Spain last week. The 30-year-old shared an Instagram video on Friday that showed her on stage with her band The Pretty Reckless in Seville when a bat landed on her leg. ""You guys are pointing at something and I don't know what you're saying,"" Momsen can be heard telling the crowd. Some people were pointing and shouting at her. A beat later, she realized what was on her leg. ""There's a f***ing flying bat on my leg right now. Can someone help me please?"" she said calmly into the microphone. Several men rushed on stage to help Momsen, who is best known for playing Jenny Humphrey in ""Gossip Girl,"" as she tried to shield herself from the bat. ""I must really be a witch,"" Momsen jokingly told the crowd. ""It's alright and the bat's fine. He's gonna be my new friend."" After the gig, Momsen said she was taken to the hospital for a rabies shot. ""He was cute, but yes, he bit me … so rabies shots for the next two weeks,"" she wrote on Instagram. Momsen thanked the staff at the hospital who she said dubbed her ""batgirl"" after seeing it on the local news. In a separate post, Momsen said that ""rabies shots are not fun."" The Pretty Reckless is opening for AC/DC on their Power Up Tour. Lucia Suarez Sang is an associate managing editor at CBSNews.com. Previously, Lucia was the director of digital content at FOX61 News in Connecticut and has previously written for outlets including FoxNews.com, Fox News Latino and the Rutland Herald. ",CBSnews,US
Mexico votes in election likely to choose country's first female president,https://www.cbsnews.com/news/mexico-presidential-election-female-leader-voting/,Nearly 100 million people are registered to vote in the race to replace outgoing President Andrés Manuel López Obrador.,"Polls are closed as Mexicans voted in an election likely to bring about the first female president in the country's history on Sunday, in a matchup between a former academic who promises to further the current leader's populist policies and an ex-senator and tech entrepreneur who pledges to up the fight against deadly drug cartels. Nearly 100 million people are registered to vote in the race to replace outgoing President Andrés Manuel López Obrador. Voters will also elect governors in nine of the country's 32 states, and choose candidates for both houses of Congress, thousands of mayorships and other local posts, in the biggest elections the nation has seen and ones that have been marked by violence. The elections are widely seen as a referendum on López Obrador, a populist who has expanded social programs but largely failed to reduce cartel violence in Mexico. His Morena party currently holds 23 of the 32 governorships and a simple majority of seats in both houses of Congress. Mexico's constitution prohibits the president's reelection. Morena hopes to gain the two-thirds majority in Congress required to amend the constitution to eliminate oversight agencies that it says are unwieldy and wasteful. The opposition, running in a loose coalition, argues that would endanger Mexico's democratic institutions. Both major presidential candidates are women, and either would be Mexico's first female president. A third candidate from a smaller party, Jorge Álvarez Máynez, trails far behind. Mexico City Mayor Claudia Sheinbaum is running with the Morena party. Sheinbaum, who leads in the race, has promised to continue all of López Obrador's policies, including a universal pension for the elderly and a program that pays youths to apprentice. Opposition presidential candidate Xóchitl Gálvez, whose father was Indigenous Otomi, rose from selling snacks on the street in her poor hometown to start her own tech firms. A candidate running with a coalition of major opposition parties, she left the Senate last year to focus her ire on López Obrador's decision to avoid confronting the drug cartels through his ""hugs not bullets"" policy. She has pledged to more aggressively go after criminals. The persistent cartel violence, along with Mexico's middling economic performance, are the main issues on voters' minds. The Mexican peso has strengthened against the U.S. dollar in recent years, mainly because of high domestic interest rates and a huge surge in money sent home by migrants. But the gross domestic product has averaged only about 1% growth per year under the current president. López Obrador claims to have reduced historically high homicide levels by 20% since he took office in December 2018. But that's largely a claim based on a questionable reading of statistics; the real homicide rate appears to have declined by only about 4% in six years. About 675,000 Mexicans living abroad are registered to vote, but in the past only a small percentage have done so. Voting is not mandatory in Mexico, and overall turnout has hovered around 60% in recent elections. That compares to turnout in recent U.S. presidential elections. An exception was in 2020, when the matchup between then-President Donald Trump and future President Joe Biden pushed U.S. voter turnout to 67%, its highest point in decades. Just as the upcoming November rematch between Biden and Trump has underscored deep divisions in the U.S., Sunday's election has revealed how severely polarized public opinion is in Mexico over the direction of the country, including its security strategy and how to grow the economy. Beyond the fight for control of Congress, the race for Mexico City — whose top post is now considered equivalent to a governorship — is also important. Sheinbaum is just the latest of many Mexico City mayors, including López Obrador, who went on to run for president. Governorships in large, populous states such as Veracruz and Jalisco are also drawing interest. Polls opened at 8 a.m. and close at 6 p.m. (0000 GMT Monday) in most of the country. The first preliminary, partial results are expected by 9 p.m. (0300 GMT Monday) after the last polls in different time zones close. ",CBSnews,US
Parachute jump kicks off commemorations for the 80th anniversary of D-Day,https://www.cbsnews.com/news/d-day-80th-anniversary-parachute-jump-wwii-era-planes-commemorations/,"Three C-47 transport planes, a workhorse of World War II, dropped three long strings of jumpers, their round chutes mushrooming open in the blue skies with puffy white clouds.","Parachutists hurled themselves from World War II-era planes into the now peaceful Normandy skies where war once raged, kicking off a week of ceremonies to mark the 80th anniversary of D-Day. On Sunday, three C-47 transport planes, a workhorse of the war, dropped three long strings of jumpers, their round chutes mushrooming open in the blue skies with puffy white clouds, to whoops from the huge crown that was regaled by tines from Glenn Miller and Edith Piaf as they waited. The planes looped around and dropped another three sticks of jumpers. Some of the loudest applause from the crowd arose when a startled deer pounced from the undergrowth as the jumpers were landing and sprinted across the landing zone. After a final pass to drop two last jumpers, the planes then roared overhead in close formation and disappeared over the horizon. A week of ceremonies is planned for the fast-disappearing generation of Allied troops who fought from D-Day beaches 80 years ago to Adolf Hitler's fall, freeing Europe of his tyranny. All along the Normandy coastline – where then-young soldiers from across the United States, Britain, Canada, and other Allied nations waded ashore through hails of fire on five beaches on June 6, 1944 – French officials, grateful Normandy survivors, and other admirers are saying ""merci"" but also goodbye. The ever-dwindling number of veterans in their late nineties and older who are coming back to remember fallen friends and their history-changing exploits are the last. Dozens of World War II veterans are converging on France, many perhaps for the last time, to revisit old memories, make new ones, and hammer home a message that survivors of D-Day and the ensuing Battle of Normandy, and of other World War II theaters, have repeated time and time again — that war is hell. ""Seven thousand of my marine buddies were killed. Twenty thousand shot up, wounded, put on ships, buried at sea,"" said Don Graves, a U.S. Marine Corps veteran who served in Iwo Jima in the Pacific theater. ""I want the younger people, the younger generation here to know what we did,"" said Graves, part of a group of more than 60 World War II veterans who flew into Paris on Saturday. The youngest veteran in the group is 96 and the most senior 107, according to their carrier from Dallas, American Airlines. ""We did our job and we came home and that's it. We never talked about it I think. For 70 years I didn't talk about it,"" said another of the veterans, Ralph Goldsticker, a U.S. Air Force captain who served in the 452nd Bomb Group. Of the D-Day landings, he recalled seeing from his aircraft ""a big, big chunk of the beach with thousands of vessels"" and spoke of bombing raids against German strongholds and routes that German forces might otherwise have used to rush in reinforcements to push the invasion back into the sea. ""I dropped my first bomb at 06:58 a.m. in a heavy gun placement,"" he said. ""We went back home, we landed at 09:30. We reloaded."" Part of the purpose of fireworks shows, parachute jumps, solemn commemorations and ceremonies that world leaders will attend this week is to pass the baton of remembrance to the current generations now seeing war again in Europe, in Ukraine. U.S. President Biden, Ukrainian President Volodymyr Zelenskyy and British royals are among the VIPs that France is expecting for the D-Day events. ",CBSnews,US
South Korea pledges retaliation against North over trash-filled balloons,https://www.cbsnews.com/news/south-korea-retaliate-north-korea-garbage-filled-balloons-border/,South Korea says it'll take strong retaliatory steps against North Korea over its launch of trash-carrying balloons across the border and other provocations.,"South Korea said Sunday it'll soon take ""unbearable"" retaliatory steps against North Korea over its launch of trash-carrying balloons across the border and other provocations. In the past week, North Korea floated hundreds of huge balloons to dump rubbish on South Korea, simulated nuclear strikes against its neighbor and allegedly jammed GPS navigation signals in the South in an escalation of animosities between the rivals. South Korea's national security director Chang Ho-jin said Sunday that top officials at an emergency meeting decided to take ""unbearable"" measures against North Korea in response to its recent series of provocative acts. Chang called the North's balloon campaign and its alleged GPS signal jamming ""absurd, irrational acts of provocation that a normal country can't imagine."" He accused North Korea of aiming to cause ""public anxieties and chaos"" in South Korea. South Korean officials didn't say what retaliatory steps they would take. But many observers say South Korea will likely resume front-line loudspeaker broadcasts into North Korea that include criticism of its abysmal human rights situation, world news and K-pop songs. North Korea is extremely sensitive to such broadcasts because most of its 26 million people have no official access to foreign TV and radio programs. Earlier Sunday, South Korea's military said that more than 700 balloons flown from North Korea were additionally discovered in various parts of South Korea. Tied to the balloons were cigarette butts, scraps of cloth, waste paper and vinyl, but no dangerous substances, according to the Joint Chiefs of Staff. It was North Korea's second balloon activity in less than a week. Between Tuesday and Wednesday, South Korean officials said they had found about 260 North Korean balloons carrying trash and manure. There have been no reports of major damage in South Korea. North Korea said its balloon floating was in reaction to South Korean activists flying anti-Pyongyang propaganda leaflets via their own balloons across the border. North Korea often responds with fury to balloons from South Korea. In 2020, North Korea exploded an empty, South Korean-built liaison office in the North in anger over the South Korean balloon activities. Experts say North Korea's balloon campaign, reportedly the first of its kind in seven years, is meant to stoke an internal divide in South Korea over its conservative government's tough policy on the North. They say North Korea is also expected to further ramp up tensions ahead of the U.S. presidential election in November. Since 2022, North Korea has sharply increased a pace of weapons tests to build a bigger nuclear arsenal. Last week, it fired a barrage of nuclear-capable weapons into the sea in a drill simulating a preemptive attack on South Korea. ",CBSnews,US
Chinese spacecraft lands on far side of moon,https://www.cbsnews.com/news/chinese-spacecraft-lands-on-moon/,"The spacecraft, part of the Chang'e moon exploration program, will collect soil and rock samples.","Just hours after NASA was forced to scrap the Florida launch of the Boeing Starliner for the second time, a Chinese spacecraft landed on the far side of the moon Sunday to collect soil and rock samples that could provide insights into differences between the less-explored region and the better-known near side. The landing module touched down at 6:23 a.m. Beijing time in a huge crater known as the South Pole-Aitken Basin, the China National Space Administration said. The mission is the sixth in the Chang'e moon exploration program, which is named after a Chinese moon goddess. It is the second designed to bring back samples, following the Chang'e 5, which did so from the near side in 2020. The moon program is part of a growing rivalry with the U.S. — still the leader in space exploration — and others, including Japan and India. China has put its own space station in orbit and regularly sends crews there. The emerging global power aims to put a person on the moon before 2030, which would make it the second nation after the United States to do so. America is planning to land astronauts on the moon again — for the first time in more than 50 years — though NASA pushed the target date back to 2026 earlier this year. U.S. efforts to use private sector rockets to launch spacecraft have been repeatedly delayed. Last-minute computer trouble nixed the planned maiden launch of Boeing's first astronaut flight Saturday from Cape Canaveral. The Boeing Starliner, carrying two astronauts bound for the International Space Station, was less than four minutes from takeoff when a computer system triggered an automatic hold. NASA initially said it would attempt another launch Sunday, before delaying the potential launch until at least Wednesday. Last month, trouble with a pressure relief valve in the Starliner's Atlas 5 rocket, along a helium leak in the capsule's propulsion module, scrubbed a May 6 launch attempt. The first piloted flight of the Starliner is Boeing's answer to SpaceX's Crew Dragon, an already operational, less expensive spacecraft that has carried 50 astronauts, cosmonauts and civilians into orbit in 13 flights, 12 of them to the space station, since an initial piloted test flight in May 2020. Earlier Saturday, a Japanese billionaire called off his plan to orbit the moon because of uncertainty over the development of a mega rocket by SpaceX. NASA is planning to use the rocket to send its astronauts to the moon. In China's current mission, the lander is to use a mechanical arm and a drill to gather up to 4.4 pounds of surface and underground material for about two days. An ascender atop the lander will then take the samples in a metal vacuum container back to another module that is orbiting the moon. The container will be transferred to a re-entry capsule that is due to return to Earth in the deserts of China's Inner Mongolia region about June 25. Missions to the moon's far side are more difficult because it doesn't face the Earth, requiring a relay satellite to maintain communications. The terrain is also more rugged, with fewer flat areas to land. ",CBSnews,US
Taylor Momsen bit by a bat while performing in Spain,https://www.cbsnews.com/news/taylor-momsen-bat-spain-concert-gossip-girl-the-pretty-reckless/,"Taylor Momsen, whose band The Pretty Reckless are opening for AC/DC, was performing in Spain when she was bit by a bat.","""Gossip Girl"" alum Taylor Momsen had a very close – too close – encounter with a bat while she was performing with her band in Spain last week. The 30-year-old shared an Instagram video on Friday that showed her on stage with her band The Pretty Reckless in Seville when a bat landed on her leg. ""You guys are pointing at something and I don't know what you're saying,"" Momsen can be heard telling the crowd. Some people were pointing and shouting at her. A beat later, she realized what was on her leg. ""There's a f***ing flying bat on my leg right now. Can someone help me please?"" she said calmly into the microphone. Several men rushed on stage to help Momsen, who is best known for playing Jenny Humphrey in ""Gossip Girl,"" as she tried to shield herself from the bat. ""I must really be a witch,"" Momsen jokingly told the crowd. ""It's alright and the bat's fine. He's gonna be my new friend."" After the gig, Momsen said she was taken to the hospital for a rabies shot. ""He was cute, but yes, he bit me … so rabies shots for the next two weeks,"" she wrote on Instagram. Momsen thanked the staff at the hospital who she said dubbed her ""batgirl"" after seeing it on the local news. In a separate post, Momsen said that ""rabies shots are not fun."" The Pretty Reckless is opening for AC/DC on their Power Up Tour. Lucia Suarez Sang is an associate managing editor at CBSNews.com. Previously, Lucia was the director of digital content at FOX61 News in Connecticut and has previously written for outlets including FoxNews.com, Fox News Latino and the Rutland Herald. ",CBSnews,US
"How James Patterson completed Michael Crichton's ""Eruption""",https://www.cbsnews.com/news/how-james-patterson-completed-michael-crichtons-eruption/,"When the ""Jurassic Park"" writer died in 2008, he left behind an unfinished novel about a volcanic eruption that imperils all life on Earth. Enter bestselling author James Patterson, tasked with completing Crichton's thriller.","If you ever want to feel a sense of awe, try standing near an erupting volcano. The late author Michael Crichton was fascinated with volcanoes for most of his life. And even now, 16 years after his death, among the countless books and papers at his office in Santa Monica you'll find stacks of volcano research. For his widow, Sherri Alexander Crichton, it's almost as if he's still here. ""I feel his energy around all the time,"" she said. And in the mountain of papers he left behind, she found parts of an unfinished novel centered around a huge volcanic eruption. It struck Sherri as something he would've wanted to share – a posthumous blockbuster from someone who, in his relatively short life, gave the world so much, including genetically-recreated dinosaurs. In the literary world, Michael Crichton was a colossus – the only writer to have a number one book, movie, and TV show in the same year. He was also a Harvard-educated doctor, a prolific genius who created scientific thrillers that brought millions along on heart-pounding rides, from big city emergency rooms in ""ER,"" to the tornado-ravaged heartland in ""Twister,"" to places that exist only in our dreams (and nightmares), like ""Jurassic Park."" Sherri Crichton remembers him as someone who was incredibly fun, but at times distant. ""I remember when I first started dating Michael, a very dear friend of mine said, 'Sherri, it's gonna go like this: It's gonna feel like he doesn't wanna have anything to do with you when he's writing. It's not gonna feel like he loves you anymore because he's gonna be into the book. And you're gonna have to be okay with that.' And I was like, 'Of course, of course I'll be OK.' ""But when it hit, like those first few times when he would really separate, he was present, but he actually was still in his creation, whatever that was,"" she said. She admits it was a hard time: ""And it took a lot of self-confidence to be able to say to myself, 'This is gonna be okay. Let's give it another month. Let's see what it's gonna be like.'"" They married in 2005, but three years later, Michael Crichton died of cancer at age 66, leaving Sherri alone, and six months pregnant with their son, John Michael. As she picked up the pieces of her life, she discovered and read parts of the volcano book he'd been working on, a page-turner about a massive eruption in Hawaii worse than any in history. It ended abruptly. ""But I kept thinking, 'There has to be more,'"" Sherri said. And so, after more than a decade, she decided it was time to finish it. But then there was the question of who. ""I just went big. I thought, 'What about James Patterson?'"" James Patterson is one of the most successful authors in history, who has sold around 400 million books, and collaborated with people like President Bill Clinton and Dolly Parton. Truth is, Patterson has a backlog of projects that keep him working every day. But when Sherri Crichton called, he answered. And Michael Crichton's story – about the explosive volcano and the fact that it threatened to crack open a stockpile of toxic waste so potent that it could destroy life on planet Earth – was too good for him to pass up. But finishing the book was a tall order for both Patterson and Sherri Crichton. She said she was apprehensive at first: ""I was just nervous because it's a new relationship,"" Sherri said. Patterson added, ""And she lives in Hollywood, and people lie out here!"" ""I have to say, I'm just fiercely protective of Michael's materials,"" she said. WEB EXTRA: James Patterson on the ""gift"" of a new Michael Crichton thriller (YouTube Video) And how did Patterson find Michael Crichton's voice – or did he have to? He said, ""I had read everything that Michael Crichton wrote. So, I think had a sense of the voice. This book might be a little pacier than some of his books, just a little bit. But I had a feeling for it. I challenge people, for them to come out and say, This is where Michael stopped, and this is where James started. And I'm really proud of that. I'm really happy about it."" The end result – ""Eruption,"" by Michael Crichton and James Patterson – will be out tomorrow. Patterson said, ""There's a quote – I don't know where this comes from, and it's not me, but I love it, and it relates to my taking this project, and I think it's more valuable actually for 20-year-olds than it is for me – and the quote is, 'My time here is short; what can I do most beautifully?' ""And I felt with 'Eruption' and Michael Crichton, I thought I could do it beautifully,"" Patterson said. He's not wrong; the finished book is already said to have studios clamoring for the film rights. And it's also true to the spirit of the man who started it.  Sherri said, ""He was amazing. He was vulnerable and kind."" And now, his work will live on, in a team effort that's both highly anticipated and – to Sherri Crichton at least – worth waiting for. ""I was single until the time I met Michael,"" she said. ""And people used to go, 'Why are you so picky?' And I'm like, 'It's just not right yet. It's just not right.' So, I waited. ""And it was the same thing with Jim. … I waited on this manuscript until I felt that the time was right, that I had all the pieces of the puzzle. But then it had to be the right fit. And I think I did okay!"" READ AN EXCERPT: ""Eruption"" by Michael Crichton and James Patterson For more info: Story produced by John D'Amelio. Editor: Mike Levine. Tracy Smith is a correspondent for ""CBS News Sunday Morning"" and ""48 Hours."" Smith is a versatile correspondent who is equally adept at interviewing actor and comic Billy Crystal as she is going head-to-head with outspoken New Jersey Governor Chris Christie. Her work on ""CBS News Sunday Morning"" has included covering news, the arts, pop culture and celebrity interviews. ",CBSnews,US
"Google admits its AI Overviews can generate ""some odd, inaccurate"" results",https://www.cbsnews.com/news/google-ai-overview/,Google said it's rolling back its AI-generated search results feature after two weeks. Here's why.,"Google on Thursday admitted that its AI Overviews tool, which uses artificial intelligence to respond to search queries, needs improvement. While the internet search giant said it tested the new feature extensively before launching it two weeks ago, Google acknowledged that the technology produces ""some odd and erroneous overviews."" Examples include suggesting using glue to get cheese to stick to pizza or drinking urine to pass kidney stones quickly. While many of the examples were minor, others search results were potentially dangerous. Asked by the Associated Press last week which wild mushrooms were edible, Google provided a lengthy AI-generated summary that was mostly technically correct. But ""a lot of information is missing that could have the potential to be sickening or even fatal,"" said Mary Catherine Aime, a professor of mycology and botany at Purdue University who reviewed Google's response to the AP's query. For example, information about mushrooms known as puffballs was ""more or less correct,"" she said, but Google's overview emphasized looking for those with solid white flesh - which many potentially deadly puffball mimics also have. In another widely shared example, an AI researcher asked Google how many Muslims have been president of the U.S., and it responded confidently with a long-debunked conspiracy theory: ""The United States has had one Muslim president, Barack Hussein Obama."" The rollback is the latest instance of a tech company prematurely rushing out an AI product to position itself as a leader in the closely watched space. Because Google's AI Overviews sometimes generated unhelpful responses to queries, the company is scaling it back while continuing to make improvements, Google's head of search, Liz Reid, said in a company blog post Thursday. ""[S]ome odd, inaccurate or unhelpful AI Overviews certainly did show up. And while these were generally for queries that people don't commonly do, it highlighted some specific areas that we needed to improve,"" Reid said. Nonsensical questions such as, ""How many rocks should I eat?"" generated questionable content from AI Overviews, Reid said, because of the lack of useful, related advice on the internet. She added that the AI Overviews feature is also prone to taking sarcastic content from discussion forums at face value, and potentially misinterpreting webpage language to present inaccurate information in response to Google searches. ""In a small number of cases, we have seen AI Overviews misinterpret language on webpages and present inaccurate information. We worked quickly to address these issues, either through improvements to our algorithms or through established processes to remove responses that don't comply with our policies,"" Reid wrote. For now, the company is scaling back on AI-generated overviews by adding ""triggering restrictions for queries where AI Overviews were not proving to be as helpful."" Google also says it tries not to show AI Overviews for hard news topics ""where freshness and factuality are important."" The company said it has also made updates ""to limit the use of user-generated content in responses that could offer misleading advice."" —The Associated Press contributed to this report. Megan Cerullo is a New York-based reporter for CBS MoneyWatch covering small business, workplace, health care, consumer spending and personal finance topics. She regularly appears on CBS News 24/7 to discuss her reporting. ",CBSnews,US
